Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
1500000US250214211004,250214211004,"Block Group 4, Census Tract 4211, Norfolk County, Massachusetts",642,287,624,293,18,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250214212001,250214212001,"Block Group 1, Census Tract 4212, Norfolk County, Massachusetts",1212,436,726,227,351,345,0,12,76,65,0,12,0,12,59,88,0,12,59,88
1500000US250214212002,250214212002,"Block Group 2, Census Tract 4212, Norfolk County, Massachusetts",1089,310,1032,305,0,12,0,12,57,89,0,12,0,12,0,12,0,12,0,12
1500000US250214212003,250214212003,"Block Group 3, Census Tract 4212, Norfolk County, Massachusetts",1339,422,1149,379,94,116,0,12,90,112,0,12,5,12,1,7,1,7,0,12
1500000US250214212004,250214212004,"Block Group 4, Census Tract 4212, Norfolk County, Massachusetts",828,298,634,216,39,100,0,12,155,202,0,12,0,12,0,12,0,12,0,12
1500000US250214212005,250214212005,"Block Group 5, Census Tract 4212, Norfolk County, Massachusetts",1104,382,793,316,159,250,0,12,21,32,0,12,131,114,0,12,0,12,0,12
1500000US250214221001,250214221001,"Block Group 1, Census Tract 4221, Norfolk County, Massachusetts",1406,308,1385,305,21,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250214221002,250214221002,"Block Group 2, Census Tract 4221, Norfolk County, Massachusetts",1414,248,1364,270,0,12,0,12,50,57,0,12,0,12,0,12,0,12,0,12
1500000US250214221003,250214221003,"Block Group 3, Census Tract 4221, Norfolk County, Massachusetts",1623,262,1464,261,13,19,8,14,76,88,0,12,35,53,27,33,0,12,27,33
1500000US250214221004,250214221004,"Block Group 4, Census Tract 4221, Norfolk County, Massachusetts",1327,289,975,193,124,134,0,12,174,254,0,12,32,32,22,38,0,12,22,38
1500000US250214222001,250214222001,"Block Group 1, Census Tract 4222, Norfolk County, Massachusetts",551,331,507,326,0,12,0,12,44,55,0,12,0,12,0,12,0,12,0,12
1500000US250214222002,250214222002,"Block Group 2, Census Tract 4222, Norfolk County, Massachusetts",1187,239,1129,231,0,12,0,12,29,41,0,12,3,8,26,38,0,12,26,38
1500000US250214222003,250214222003,"Block Group 3, Census Tract 4222, Norfolk County, Massachusetts",1255,330,1158,297,97,139,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250214222004,250214222004,"Block Group 4, Census Tract 4222, Norfolk County, Massachusetts",1051,352,1018,346,15,24,0,12,0,12,0,12,0,12,18,29,0,12,18,29
1500000US250214222005,250214222005,"Block Group 5, Census Tract 4222, Norfolk County, Massachusetts",2204,632,1337,369,55,79,0,12,746,497,0,12,52,82,14,23,0,12,14,23
1500000US250214222006,250214222006,"Block Group 6, Census Tract 4222, Norfolk County, Massachusetts",1217,363,1196,352,21,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250214223011,250214223011,"Block Group 1, Census Tract 4223.01, Norfolk County, Massachusetts",1436,272,1275,281,89,89,0,12,0,12,0,12,0,12,72,68,0,12,72,68
1500000US250214223012,250214223012,"Block Group 2, Census Tract 4223.01, Norfolk County, Massachusetts",1763,305,1660,310,21,35,16,29,8,14,0,12,9,17,49,72,0,12,49,72
1500000US250214223021,250214223021,"Block Group 1, Census Tract 4223.02, Norfolk County, Massachusetts",1419,330,1398,325,0,12,0,12,21,33,0,12,0,12,0,12,0,12,0,12
1500000US250214223022,250214223022,"Block Group 2, Census Tract 4223.02, Norfolk County, Massachusetts",1110,366,897,324,33,57,0,12,76,79,0,12,0,12,104,165,0,12,104,165
1500000US250214223023,250214223023,"Block Group 3, Census Tract 4223.02, Norfolk County, Massachusetts",2316,396,1106,308,806,316,0,12,289,181,0,12,87,104,28,57,0,12,28,57
1500000US250214223024,250214223024,"Block Group 4, Census Tract 4223.02, Norfolk County, Massachusetts",1422,270,1240,261,0,12,28,44,44,46,0,12,35,59,75,71,18,28,57,62
1500000US250214223025,250214223025,"Block Group 5, Census Tract 4223.02, Norfolk County, Massachusetts",637,250,624,255,13,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250214224001,250214224001,"Block Group 1, Census Tract 4224, Norfolk County, Massachusetts",709,161,709,161,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250214224002,250214224002,"Block Group 2, Census Tract 4224, Norfolk County, Massachusetts",1421,305,1272,317,12,19,0,12,40,56,0,12,0,12,97,87,0,12,97,87
1500000US250214224003,250214224003,"Block Group 3, Census Tract 4224, Norfolk County, Massachusetts",1654,379,1308,350,101,156,0,12,180,178,0,12,32,52,33,53,0,12,33,53
1500000US250214224004,250214224004,"Block Group 4, Census Tract 4224, Norfolk County, Massachusetts",737,195,630,196,43,68,0,12,38,45,0,12,26,42,0,12,0,12,0,12
1500000US250214224005,250214224005,"Block Group 5, Census Tract 4224, Norfolk County, Massachusetts",3115,417,2422,392,487,234,17,28,135,199,0,12,26,41,28,32,15,24,13,21
1500000US250214225011,250214225011,"Block Group 1, Census Tract 4225.01, Norfolk County, Massachusetts",1524,459,1393,405,20,32,0,12,0,12,0,12,4,14,107,147,0,12,107,147
1500000US250214225012,250214225012,"Block Group 2, Census Tract 4225.01, Norfolk County, Massachusetts",2272,487,1732,425,393,332,0,12,72,118,0,12,61,99,14,23,0,12,14,23
1500000US250214225013,250214225013,"Block Group 3, Census Tract 4225.01, Norfolk County, Massachusetts",617,292,574,296,0,12,0,12,27,42,0,12,16,27,0,12,0,12,0,12
1500000US250214225014,250214225014,"Block Group 4, Census Tract 4225.01, Norfolk County, Massachusetts",709,360,709,360,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250214225021,250214225021,"Block Group 1, Census Tract 4225.02, Norfolk County, Massachusetts",851,282,723,281,91,78,0,12,0,12,0,12,1,3,36,63,0,12,36,63
1500000US250214225022,250214225022,"Block Group 2, Census Tract 4225.02, Norfolk County, Massachusetts",1046,317,719,229,0,12,0,12,100,122,0,12,67,78,160,190,31,54,129,179
1500000US250214225023,250214225023,"Block Group 3, Census Tract 4225.02, Norfolk County, Massachusetts",2091,381,1732,406,54,83,0,12,176,121,0,12,63,73,66,102,47,72,19,30
1500000US250214225024,250214225024,"Block Group 4, Census Tract 4225.02, Norfolk County, Massachusetts",1018,311,981,308,0,12,0,12,0,12,0,12,0,12,37,52,0,12,37,52
1500000US250214226001,250214226001,"Block Group 1, Census Tract 4226, Norfolk County, Massachusetts",1209,446,1131,459,1,5,0,12,77,82,0,12,0,12,0,12,0,12,0,12
1500000US250214226002,250214226002,"Block Group 2, Census Tract 4226, Norfolk County, Massachusetts",1370,369,1135,400,219,263,0,12,7,13,0,12,0,12,9,15,0,12,9,15
1500000US250214226003,250214226003,"Block Group 3, Census Tract 4226, Norfolk County, Massachusetts",956,317,956,317,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250214226004,250214226004,"Block Group 4, Census Tract 4226, Norfolk County, Massachusetts",1432,320,1377,338,0,12,0,12,55,64,0,12,0,12,0,12,0,12,0,12
1500000US250214226005,250214226005,"Block Group 5, Census Tract 4226, Norfolk County, Massachusetts",724,260,519,183,0,12,0,12,205,247,0,12,0,12,0,12,0,12,0,12
1500000US250214226006,250214226006,"Block Group 6, Census Tract 4226, Norfolk County, Massachusetts",895,288,835,289,60,95,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250214226007,250214226007,"Block Group 7, Census Tract 4226, Norfolk County, Massachusetts",655,182,655,182,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250214227001,250214227001,"Block Group 1, Census Tract 4227, Norfolk County, Massachusetts",1274,217,1165,228,18,29,0,12,75,67,0,12,0,12,16,26,0,12,16,26
1500000US250214227002,250214227002,"Block Group 2, Census Tract 4227, Norfolk County, Massachusetts",1064,235,991,231,0,12,0,12,43,74,0,12,30,70,0,12,0,12,0,12
1500000US250214227003,250214227003,"Block Group 3, Census Tract 4227, Norfolk County, Massachusetts",725,206,623,208,0,12,0,12,86,79,0,12,0,12,16,28,0,12,16,28
1500000US250214227004,250214227004,"Block Group 4, Census Tract 4227, Norfolk County, Massachusetts",558,186,518,202,0,12,0,12,40,70,0,12,0,12,0,12,0,12,0,12
1500000US250214228001,250214228001,"Block Group 1, Census Tract 4228, Norfolk County, Massachusetts",1421,192,1374,192,18,21,0,12,7,11,0,12,15,23,7,16,0,12,7,16
1500000US250214228002,250214228002,"Block Group 2, Census Tract 4228, Norfolk County, Massachusetts",1067,214,1019,208,0,12,0,12,30,46,0,12,10,15,8,12,0,12,8,12
1500000US250214228003,250214228003,"Block Group 3, Census Tract 4228, Norfolk County, Massachusetts",783,262,646,206,0,12,0,12,137,143,0,12,0,12,0,12,0,12,0,12
1500000US250214228004,250214228004,"Block Group 4, Census Tract 4228, Norfolk County, Massachusetts",655,187,501,130,0,12,0,12,142,139,0,12,0,12,12,19,0,12,12,19
1500000US250214231001,250214231001,"Block Group 1, Census Tract 4231, Norfolk County, Massachusetts",964,245,951,242,13,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250214231002,250214231002,"Block Group 2, Census Tract 4231, Norfolk County, Massachusetts",1513,279,1501,284,0,12,0,12,0,12,0,12,12,20,0,12,0,12,0,12
1500000US250214231003,250214231003,"Block Group 3, Census Tract 4231, Norfolk County, Massachusetts",712,209,712,209,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250214231004,250214231004,"Block Group 4, Census Tract 4231, Norfolk County, Massachusetts",2097,373,2015,357,0,12,0,12,44,72,0,12,0,12,38,64,0,12,38,64
1500000US250214231005,250214231005,"Block Group 5, Census Tract 4231, Norfolk County, Massachusetts",1655,416,1628,414,11,25,0,12,16,26,0,12,0,12,0,12,0,12,0,12
1500000US250214231006,250214231006,"Block Group 6, Census Tract 4231, Norfolk County, Massachusetts",1452,283,1441,287,0,12,11,23,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250214401001,250214401001,"Block Group 1, Census Tract 4401, Norfolk County, Massachusetts",1355,395,1267,404,0,12,0,12,61,98,0,12,0,12,27,40,0,12,27,40
1500000US250214401002,250214401002,"Block Group 2, Census Tract 4401, Norfolk County, Massachusetts",2453,500,2367,511,0,12,0,12,49,81,0,12,0,12,37,45,13,21,24,38
1500000US250214401003,250214401003,"Block Group 3, Census Tract 4401, Norfolk County, Massachusetts",1604,479,1604,479,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250214401004,250214401004,"Block Group 4, Census Tract 4401, Norfolk County, Massachusetts",1733,359,1578,358,15,24,0,12,54,65,0,12,0,12,86,89,34,55,52,67
1500000US250214401005,250214401005,"Block Group 5, Census Tract 4401, Norfolk County, Massachusetts",1855,312,1779,310,46,57,0,12,14,23,0,12,0,12,16,27,0,12,16,27
1500000US250214412021,250214412021,"Block Group 1, Census Tract 4412.02, Norfolk County, Massachusetts",2999,158,2926,165,5,10,0,12,57,58,0,12,6,9,5,7,5,7,0,12
1500000US250214412031,250214412031,"Block Group 1, Census Tract 4412.03, Norfolk County, Massachusetts",2544,270,2495,288,41,67,0,12,8,12,0,12,0,12,0,12,0,12,0,12
1500000US250214412032,250214412032,"Block Group 2, Census Tract 4412.03, Norfolk County, Massachusetts",1430,328,1422,331,8,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250214412041,250214412041,"Block Group 1, Census Tract 4412.04, Norfolk County, Massachusetts",1970,238,1934,239,0,12,0,12,13,20,0,12,0,12,23,26,9,14,14,22
1500000US250214412042,250214412042,"Block Group 2, Census Tract 4412.04, Norfolk County, Massachusetts",2654,259,2445,283,180,190,0,12,12,18,0,12,17,25,0,12,0,12,0,12
1500000US250214421011,250214421011,"Block Group 1, Census Tract 4421.01, Norfolk County, Massachusetts",1074,206,911,192,0,12,0,12,120,139,0,12,0,12,43,52,0,12,43,52
1500000US250214421012,250214421012,"Block Group 2, Census Tract 4421.01, Norfolk County, Massachusetts",2279,319,2090,357,0,12,0,12,168,163,0,12,0,12,21,33,0,12,21,33
1500000US250214421013,250214421013,"Block Group 3, Census Tract 4421.01, Norfolk County, Massachusetts",1689,290,1347,251,120,97,0,12,105,68,6,10,21,26,90,57,28,35,62,46
1500000US250214421014,250214421014,"Block Group 4, Census Tract 4421.01, Norfolk County, Massachusetts",738,190,706,182,0,12,0,12,21,33,0,12,0,12,11,16,0,12,11,16
1500000US250214421021,250214421021,"Block Group 1, Census Tract 4421.02, Norfolk County, Massachusetts",1976,251,1794,250,0,12,0,12,105,122,0,12,53,78,24,36,0,12,24,36
1500000US250214421022,250214421022,"Block Group 2, Census Tract 4421.02, Norfolk County, Massachusetts",1517,321,1337,307,0,12,0,12,81,83,0,12,0,12,99,107,0,12,99,107
1500000US250214421023,250214421023,"Block Group 3, Census Tract 4421.02, Norfolk County, Massachusetts",2134,357,2050,343,0,12,0,12,84,100,0,12,0,12,0,12,0,12,0,12
1500000US250214421024,250214421024,"Block Group 4, Census Tract 4421.02, Norfolk County, Massachusetts",1392,340,1236,318,0,12,0,12,156,113,0,12,0,12,0,12,0,12,0,12
1500000US250214421031,250214421031,"Block Group 1, Census Tract 4421.03, Norfolk County, Massachusetts",3262,505,2680,467,123,135,0,12,283,194,0,12,0,12,176,225,0,12,176,225
1500000US250214421032,250214421032,"Block Group 2, Census Tract 4421.03, Norfolk County, Massachusetts",2705,344,2598,337,0,12,0,12,72,88,0,12,0,12,35,36,0,12,35,36
1500000US250214421033,250214421033,"Block Group 3, Census Tract 4421.03, Norfolk County, Massachusetts",1337,402,1133,423,12,19,0,12,192,133,0,12,0,12,0,12,0,12,0,12
1500000US250214422011,250214422011,"Block Group 1, Census Tract 4422.01, Norfolk County, Massachusetts",1560,204,1434,204,0,12,0,12,126,100,0,12,0,12,0,12,0,12,0,12
1500000US250214422012,250214422012,"Block Group 2, Census Tract 4422.01, Norfolk County, Massachusetts",2646,207,2477,248,16,25,0,12,48,74,0,12,0,12,105,91,0,12,105,91
1500000US250214422021,250214422021,"Block Group 1, Census Tract 4422.02, Norfolk County, Massachusetts",3192,512,3043,513,18,21,0,12,26,29,0,12,3,5,102,113,14,21,88,111
1500000US250214422022,250214422022,"Block Group 2, Census Tract 4422.02, Norfolk County, Massachusetts",1657,472,1475,471,15,24,0,12,34,51,0,12,101,103,32,51,0,12,32,51
1500000US250214422023,250214422023,"Block Group 3, Census Tract 4422.02, Norfolk County, Massachusetts",1846,442,1570,467,0,12,0,12,212,118,0,12,15,25,49,63,0,12,49,63
1500000US250214422024,250214422024,"Block Group 4, Census Tract 4422.02, Norfolk County, Massachusetts",1839,357,1839,357,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250214431011,250214431011,"Block Group 1, Census Tract 4431.01, Norfolk County, Massachusetts",2110,443,1992,460,48,75,0,12,15,23,0,12,0,12,55,70,32,56,23,37
1500000US250214431012,250214431012,"Block Group 2, Census Tract 4431.01, Norfolk County, Massachusetts",2060,405,1726,358,53,59,0,12,163,249,0,12,118,168,0,12,0,12,0,12
1500000US250214431013,250214431013,"Block Group 3, Census Tract 4431.01, Norfolk County, Massachusetts",2046,506,2016,504,0,12,0,12,15,24,0,12,0,12,15,23,0,12,15,23
1500000US250214431014,250214431014,"Block Group 4, Census Tract 4431.01, Norfolk County, Massachusetts",1731,370,1592,374,47,45,0,12,82,126,0,12,10,16,0,12,0,12,0,12
1500000US250214431021,250214431021,"Block Group 1, Census Tract 4431.02, Norfolk County, Massachusetts",2514,519,2488,513,9,15,0,12,17,28,0,12,0,12,0,12,0,12,0,12
1500000US250214431022,250214431022,"Block Group 2, Census Tract 4431.02, Norfolk County, Massachusetts",3172,461,2712,473,20,30,0,12,221,172,0,12,76,120,143,179,0,12,143,179
1500000US250214431023,250214431023,"Block Group 3, Census Tract 4431.02, Norfolk County, Massachusetts",1381,324,1276,313,91,103,0,12,0,12,0,12,0,12,14,24,0,12,14,24
1500000US250214431024,250214431024,"Block Group 4, Census Tract 4431.02, Norfolk County, Massachusetts",1277,282,1276,282,1,4,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250214431025,250214431025,"Block Group 5, Census Tract 4431.02, Norfolk County, Massachusetts",638,217,638,217,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250214561011,250214561011,"Block Group 1, Census Tract 4561.01, Norfolk County, Massachusetts",2239,275,1702,265,204,155,0,12,212,155,0,12,22,29,99,90,0,12,99,90
1500000US250214561012,250214561012,"Block Group 2, Census Tract 4561.01, Norfolk County, Massachusetts",1970,342,1360,234,575,246,0,12,21,34,0,12,9,13,5,10,0,12,5,10
1500000US250214561021,250214561021,"Block Group 1, Census Tract 4561.02, Norfolk County, Massachusetts",1669,337,1361,308,194,169,0,12,23,34,0,12,10,16,81,66,21,33,60,57
1500000US250214561022,250214561022,"Block Group 2, Census Tract 4561.02, Norfolk County, Massachusetts",2178,325,1322,257,381,145,86,114,29,46,0,12,159,180,201,297,201,297,0,12
1500000US250214561023,250214561023,"Block Group 3, Census Tract 4561.02, Norfolk County, Massachusetts",1135,271,972,249,132,115,0,12,16,26,0,12,0,12,15,25,0,12,15,25
1500000US250214562001,250214562001,"Block Group 1, Census Tract 4562, Norfolk County, Massachusetts",1896,308,1141,277,541,193,0,12,80,82,0,12,76,79,58,94,0,12,58,94
1500000US250214562002,250214562002,"Block Group 2, Census Tract 4562, Norfolk County, Massachusetts",1967,273,1427,265,144,99,0,12,245,191,0,12,67,86,84,66,34,38,50,55
1500000US250214563011,250214563011,"Block Group 1, Census Tract 4563.01, Norfolk County, Massachusetts",1054,233,824,227,80,40,0,12,84,60,0,12,48,49,18,22,0,12,18,22
1500000US250214563012,250214563012,"Block Group 2, Census Tract 4563.01, Norfolk County, Massachusetts",868,219,608,189,183,140,0,12,12,17,0,12,57,92,8,14,0,12,8,14
1500000US250214563021,250214563021,"Block Group 1, Census Tract 4563.02, Norfolk County, Massachusetts",1742,329,1513,307,49,54,0,12,80,89,0,12,0,12,100,111,0,12,100,111
1500000US250214563022,250214563022,"Block Group 2, Census Tract 4563.02, Norfolk County, Massachusetts",1769,428,1072,310,496,424,84,125,0,12,0,12,64,77,53,105,0,12,53,105
1500000US250214563023,250214563023,"Block Group 3, Census Tract 4563.02, Norfolk County, Massachusetts",860,359,784,356,17,28,0,12,59,97,0,12,0,12,0,12,0,12,0,12
1500000US250214563024,250214563024,"Block Group 4, Census Tract 4563.02, Norfolk County, Massachusetts",818,355,636,336,101,85,18,28,63,82,0,12,0,12,0,12,0,12,0,12
1500000US250214564011,250214564011,"Block Group 1, Census Tract 4564.01, Norfolk County, Massachusetts",1217,306,895,223,224,242,0,12,35,32,0,12,54,71,9,13,0,12,9,13
1500000US250214564012,250214564012,"Block Group 2, Census Tract 4564.01, Norfolk County, Massachusetts",1482,212,1276,205,100,112,0,12,13,21,0,12,44,70,49,62,0,12,49,62
1500000US250214564021,250214564021,"Block Group 1, Census Tract 4564.02, Norfolk County, Massachusetts",886,323,698,246,188,209,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250214564022,250214564022,"Block Group 2, Census Tract 4564.02, Norfolk County, Massachusetts",1089,243,918,211,136,127,0,12,28,41,0,12,0,12,7,11,0,12,7,11
1500000US250214564023,250214564023,"Block Group 3, Census Tract 4564.02, Norfolk County, Massachusetts",2515,307,2097,344,129,118,0,12,141,132,0,12,148,181,0,12,0,12,0,12
1500000US250214564024,250214564024,"Block Group 4, Census Tract 4564.02, Norfolk County, Massachusetts",984,424,719,319,171,157,0,12,0,12,0,12,32,56,62,54,0,12,62,54
1500000US250214571001,250214571001,"Block Group 1, Census Tract 4571, Norfolk County, Massachusetts",1138,267,842,321,39,62,0,12,257,345,0,12,0,12,0,12,0,12,0,12
1500000US250214571002,250214571002,"Block Group 2, Census Tract 4571, Norfolk County, Massachusetts",1301,265,957,211,191,139,0,12,25,39,0,12,38,61,90,87,0,12,90,87
1500000US250214571003,250214571003,"Block Group 3, Census Tract 4571, Norfolk County, Massachusetts",897,223,702,169,126,157,0,12,69,82,0,12,0,12,0,12,0,12,0,12
1500000US250214571004,250214571004,"Block Group 4, Census Tract 4571, Norfolk County, Massachusetts",1132,249,816,179,199,137,0,12,39,58,0,12,78,83,0,12,0,12,0,12
1500000US250214572001,250214572001,"Block Group 1, Census Tract 4572, Norfolk County, Massachusetts",1293,302,1129,256,31,42,0,12,103,130,0,12,0,12,30,47,0,12,30,47
