Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2017 inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2017 inflation-adjusted dollars)
1500000US250039213004,250039213004,"Block Group 4, Census Tract 9213, Berkshire County, Massachusetts",45938,30215
1500000US250039214001,250039214001,"Block Group 1, Census Tract 9214, Berkshire County, Massachusetts",42679,18953
1500000US250039214002,250039214002,"Block Group 2, Census Tract 9214, Berkshire County, Massachusetts",36818,8120
1500000US250039215001,250039215001,"Block Group 1, Census Tract 9215, Berkshire County, Massachusetts",42000,5954
1500000US250039215002,250039215002,"Block Group 2, Census Tract 9215, Berkshire County, Massachusetts",43250,6586
1500000US250039221001,250039221001,"Block Group 1, Census Tract 9221, Berkshire County, Massachusetts",53500,12262
1500000US250039221002,250039221002,"Block Group 2, Census Tract 9221, Berkshire County, Massachusetts",34934,9505
1500000US250039221003,250039221003,"Block Group 3, Census Tract 9221, Berkshire County, Massachusetts",26713,19336
1500000US250039221004,250039221004,"Block Group 4, Census Tract 9221, Berkshire County, Massachusetts",44167,37778
1500000US250039222001,250039222001,"Block Group 1, Census Tract 9222, Berkshire County, Massachusetts",40982,12599
1500000US250039222002,250039222002,"Block Group 2, Census Tract 9222, Berkshire County, Massachusetts",64231,2995
1500000US250039222003,250039222003,"Block Group 3, Census Tract 9222, Berkshire County, Massachusetts",63281,13475
1500000US250039222004,250039222004,"Block Group 4, Census Tract 9222, Berkshire County, Massachusetts",43250,17027
1500000US250039223001,250039223001,"Block Group 1, Census Tract 9223, Berkshire County, Massachusetts",50370,9082
1500000US250039223002,250039223002,"Block Group 2, Census Tract 9223, Berkshire County, Massachusetts",63026,15863
1500000US250039231001,250039231001,"Block Group 1, Census Tract 9231, Berkshire County, Massachusetts",70500,15471
1500000US250039231002,250039231002,"Block Group 2, Census Tract 9231, Berkshire County, Massachusetts",60581,11907
1500000US250039231003,250039231003,"Block Group 3, Census Tract 9231, Berkshire County, Massachusetts",58333,30574
1500000US250039241001,250039241001,"Block Group 1, Census Tract 9241, Berkshire County, Massachusetts",84688,39901
1500000US250039241002,250039241002,"Block Group 2, Census Tract 9241, Berkshire County, Massachusetts",32263,10923
1500000US250039241003,250039241003,"Block Group 3, Census Tract 9241, Berkshire County, Massachusetts",34500,17771
1500000US250039251001,250039251001,"Block Group 1, Census Tract 9251, Berkshire County, Massachusetts",53224,24437
1500000US250039251002,250039251002,"Block Group 2, Census Tract 9251, Berkshire County, Massachusetts",93523,19622
1500000US250039251003,250039251003,"Block Group 3, Census Tract 9251, Berkshire County, Massachusetts",56318,11115
1500000US250039251004,250039251004,"Block Group 4, Census Tract 9251, Berkshire County, Massachusetts",45993,10588
1500000US250039251005,250039251005,"Block Group 5, Census Tract 9251, Berkshire County, Massachusetts",47232,6800
1500000US250039251006,250039251006,"Block Group 6, Census Tract 9251, Berkshire County, Massachusetts",77222,41458
1500000US250039251007,250039251007,"Block Group 7, Census Tract 9251, Berkshire County, Massachusetts",49306,27894
1500000US250039261001,250039261001,"Block Group 1, Census Tract 9261, Berkshire County, Massachusetts",87845,38270
1500000US250039261002,250039261002,"Block Group 2, Census Tract 9261, Berkshire County, Massachusetts",48250,30905
1500000US250039261003,250039261003,"Block Group 3, Census Tract 9261, Berkshire County, Massachusetts",44855,33102
1500000US250039261004,250039261004,"Block Group 4, Census Tract 9261, Berkshire County, Massachusetts",84643,18866
1500000US250039311001,250039311001,"Block Group 1, Census Tract 9311, Berkshire County, Massachusetts",57292,5693
1500000US250039311002,250039311002,"Block Group 2, Census Tract 9311, Berkshire County, Massachusetts",63824,5234
1500000US250039313001,250039313001,"Block Group 1, Census Tract 9313, Berkshire County, Massachusetts",58125,11802
1500000US250039313002,250039313002,"Block Group 2, Census Tract 9313, Berkshire County, Massachusetts",55375,10210
1500000US250039314001,250039314001,"Block Group 1, Census Tract 9314, Berkshire County, Massachusetts",81875,13690
1500000US250039314002,250039314002,"Block Group 2, Census Tract 9314, Berkshire County, Massachusetts",68636,7724
1500000US250039322001,250039322001,"Block Group 1, Census Tract 9322, Berkshire County, Massachusetts",86389,11394
1500000US250039322002,250039322002,"Block Group 2, Census Tract 9322, Berkshire County, Massachusetts",70556,11260
1500000US250039322003,250039322003,"Block Group 3, Census Tract 9322, Berkshire County, Massachusetts",81528,7393
1500000US250039323001,250039323001,"Block Group 1, Census Tract 9323, Berkshire County, Massachusetts",56458,11452
1500000US250039323002,250039323002,"Block Group 2, Census Tract 9323, Berkshire County, Massachusetts",67500,9278
1500000US250039332001,250039332001,"Block Group 1, Census Tract 9332, Berkshire County, Massachusetts",86250,21958
1500000US250039332002,250039332002,"Block Group 2, Census Tract 9332, Berkshire County, Massachusetts",58661,19579
1500000US250039333001,250039333001,"Block Group 1, Census Tract 9333, Berkshire County, Massachusetts",60972,12915
1500000US250039333002,250039333002,"Block Group 2, Census Tract 9333, Berkshire County, Massachusetts",87813,19404
1500000US250039334001,250039334001,"Block Group 1, Census Tract 9334, Berkshire County, Massachusetts",82946,13279
1500000US250039334002,250039334002,"Block Group 2, Census Tract 9334, Berkshire County, Massachusetts",51625,11897
1500000US250039334003,250039334003,"Block Group 3, Census Tract 9334, Berkshire County, Massachusetts",68636,9566
1500000US250039342001,250039342001,"Block Group 1, Census Tract 9342, Berkshire County, Massachusetts",66250,17648
1500000US250039342002,250039342002,"Block Group 2, Census Tract 9342, Berkshire County, Massachusetts",82583,9544
1500000US250039343001,250039343001,"Block Group 1, Census Tract 9343, Berkshire County, Massachusetts",105625,14932
1500000US250039343002,250039343002,"Block Group 2, Census Tract 9343, Berkshire County, Massachusetts",62396,11436
1500000US250039351001,250039351001,"Block Group 1, Census Tract 9351, Berkshire County, Massachusetts",84583,20056
1500000US250039351002,250039351002,"Block Group 2, Census Tract 9351, Berkshire County, Massachusetts",71875,13047
1500000US250039351003,250039351003,"Block Group 3, Census Tract 9351, Berkshire County, Massachusetts",104464,25935
1500000US250039351004,250039351004,"Block Group 4, Census Tract 9351, Berkshire County, Massachusetts",86944,19929
1500000US250039352001,250039352001,"Block Group 1, Census Tract 9352, Berkshire County, Massachusetts",52102,17422
1500000US250039352002,250039352002,"Block Group 2, Census Tract 9352, Berkshire County, Massachusetts",67589,41492
1500000US250039352003,250039352003,"Block Group 3, Census Tract 9352, Berkshire County, Massachusetts",54412,24815
1500000US250039352004,250039352004,"Block Group 4, Census Tract 9352, Berkshire County, Massachusetts",58846,48304
1500000US250039352005,250039352005,"Block Group 5, Census Tract 9352, Berkshire County, Massachusetts",77150,13139
1500000US250039353001,250039353001,"Block Group 1, Census Tract 9353, Berkshire County, Massachusetts",50000,13892
1500000US250039353002,250039353002,"Block Group 2, Census Tract 9353, Berkshire County, Massachusetts",35469,18472
1500000US250039353003,250039353003,"Block Group 3, Census Tract 9353, Berkshire County, Massachusetts",70093,11431
1500000US250039353004,250039353004,"Block Group 4, Census Tract 9353, Berkshire County, Massachusetts",24500,11308
1500000US250056001001,250056001001,"Block Group 1, Census Tract 6001, Bristol County, Massachusetts",96591,22634
1500000US250056001002,250056001002,"Block Group 2, Census Tract 6001, Bristol County, Massachusetts",73938,20548
1500000US250056002021,250056002021,"Block Group 1, Census Tract 6002.02, Bristol County, Massachusetts",84896,17888
1500000US250056002022,250056002022,"Block Group 2, Census Tract 6002.02, Bristol County, Massachusetts",77625,6342
1500000US250056002023,250056002023,"Block Group 3, Census Tract 6002.02, Bristol County, Massachusetts",91324,15967
1500000US250056002031,250056002031,"Block Group 1, Census Tract 6002.03, Bristol County, Massachusetts",131140,24450
1500000US250056002032,250056002032,"Block Group 2, Census Tract 6002.03, Bristol County, Massachusetts",190703,58098
1500000US250056002033,250056002033,"Block Group 3, Census Tract 6002.03, Bristol County, Massachusetts",113782,11203
1500000US250056002041,250056002041,"Block Group 1, Census Tract 6002.04, Bristol County, Massachusetts",113011,31023
1500000US250056002042,250056002042,"Block Group 2, Census Tract 6002.04, Bristol County, Massachusetts",113310,9649
1500000US250056101001,250056101001,"Block Group 1, Census Tract 6101, Bristol County, Massachusetts",88750,14085
1500000US250056101002,250056101002,"Block Group 2, Census Tract 6101, Bristol County, Massachusetts",92635,18634
1500000US250056101003,250056101003,"Block Group 3, Census Tract 6101, Bristol County, Massachusetts",75438,18492
1500000US250056102021,250056102021,"Block Group 1, Census Tract 6102.02, Bristol County, Massachusetts",145703,13455
1500000US250056102022,250056102022,"Block Group 2, Census Tract 6102.02, Bristol County, Massachusetts",146731,29438
1500000US250056102023,250056102023,"Block Group 3, Census Tract 6102.02, Bristol County, Massachusetts",114167,24446
1500000US250056102024,250056102024,"Block Group 4, Census Tract 6102.02, Bristol County, Massachusetts",111406,17200
1500000US250056102031,250056102031,"Block Group 1, Census Tract 6102.03, Bristol County, Massachusetts",154563,43704
1500000US250056102032,250056102032,"Block Group 2, Census Tract 6102.03, Bristol County, Massachusetts",113750,31313
1500000US250056102033,250056102033,"Block Group 3, Census Tract 6102.03, Bristol County, Massachusetts",127928,28422
1500000US250056102034,250056102034,"Block Group 4, Census Tract 6102.03, Bristol County, Massachusetts",129046,10973
1500000US250056102041,250056102041,"Block Group 1, Census Tract 6102.04, Bristol County, Massachusetts",155066,46044
1500000US250056102042,250056102042,"Block Group 2, Census Tract 6102.04, Bristol County, Massachusetts",68194,25320
1500000US250056102043,250056102043,"Block Group 3, Census Tract 6102.04, Bristol County, Massachusetts",113900,21236
1500000US250056111011,250056111011,"Block Group 1, Census Tract 6111.01, Bristol County, Massachusetts",104402,8203
1500000US250056111012,250056111012,"Block Group 2, Census Tract 6111.01, Bristol County, Massachusetts",116324,19055
1500000US250056111021,250056111021,"Block Group 1, Census Tract 6111.02, Bristol County, Massachusetts",113100,30335
1500000US250056111022,250056111022,"Block Group 2, Census Tract 6111.02, Bristol County, Massachusetts",106739,24677
1500000US250056112011,250056112011,"Block Group 1, Census Tract 6112.01, Bristol County, Massachusetts",112031,31851
1500000US250056112012,250056112012,"Block Group 2, Census Tract 6112.01, Bristol County, Massachusetts",84511,21092
1500000US250056112021,250056112021,"Block Group 1, Census Tract 6112.02, Bristol County, Massachusetts",121589,14422
1500000US250056112022,250056112022,"Block Group 2, Census Tract 6112.02, Bristol County, Massachusetts",95391,14855
1500000US250056112023,250056112023,"Block Group 3, Census Tract 6112.02, Bristol County, Massachusetts",70901,7370
1500000US250056121001,250056121001,"Block Group 1, Census Tract 6121, Bristol County, Massachusetts",95481,14818
1500000US250056121002,250056121002,"Block Group 2, Census Tract 6121, Bristol County, Massachusetts",103846,19011
1500000US250056121003,250056121003,"Block Group 3, Census Tract 6121, Bristol County, Massachusetts",104188,19386
1500000US250056122001,250056122001,"Block Group 1, Census Tract 6122, Bristol County, Massachusetts",90714,27633
1500000US250056122002,250056122002,"Block Group 2, Census Tract 6122, Bristol County, Massachusetts",88250,38632
1500000US250056122003,250056122003,"Block Group 3, Census Tract 6122, Bristol County, Massachusetts",134744,33325
1500000US250056122004,250056122004,"Block Group 4, Census Tract 6122, Bristol County, Massachusetts",57622,11800
1500000US250056131001,250056131001,"Block Group 1, Census Tract 6131, Bristol County, Massachusetts",62833,36034
1500000US250056131002,250056131002,"Block Group 2, Census Tract 6131, Bristol County, Massachusetts",58264,22264
1500000US250056131003,250056131003,"Block Group 3, Census Tract 6131, Bristol County, Massachusetts",79672,11035
1500000US250056131004,250056131004,"Block Group 4, Census Tract 6131, Bristol County, Massachusetts",-,**
1500000US250056133001,250056133001,"Block Group 1, Census Tract 6133, Bristol County, Massachusetts",55139,23336
1500000US250056133002,250056133002,"Block Group 2, Census Tract 6133, Bristol County, Massachusetts",46580,11779
1500000US250056133003,250056133003,"Block Group 3, Census Tract 6133, Bristol County, Massachusetts",100114,20913
